Date : 2024-09-29 10:54:55
Directory : /home/dana/Documents/Projects/Python/PyPlate
Total : 588 files,  169647 codes, 13402 comments, 27365 blanks, all 210414 lines

Languages
+------------------+------------+------------+------------+------------+------------+
| language         | files      | code       | comment    | blank      | total      |
| /home/dana/Documents/Projects/Python/PyPlate/.venv-pyplate/lib/python3.12/site-packages/pip/_internal/commands/help.py                             | Python           |         29 |          1 |         12 |         42 |
| /home/dana/Documents/Projects/Python/PyPlate/.venv-pyplate/lib/python3.12/site-packages/pip/_internal/commands/index.py                            | Python           |        108 |          4 |         28 |        140 |
| /home/dana/Documents/Projects/Python/PyPlate/.venv-pyplate/lib/python3.12/site-packages/pip/_internal/commands/inspect.py                          | Python           |         77 |          6 |         10 |         93 |
| /home/dana/Documents/Projects/Python/PyPlate/.venv-pyplate/lib/python3.12/site-packages/pip/_internal/commands/install.py                          | Python           |        646 |         36 |         93 |        775 |
| /home/dana/Documents/Projects/Python/PyPlate/.venv-pyplate/lib/python3.12/site-packages/pip/_internal/commands/list.py                             | Python           |        300 |         13 |         58 |        371 |
| /home/dana/Documents/Projects/Python/PyPlate/.venv-pyplate/lib/python3.12/site-packages/pip/_internal/commands/search.py                           | Python           |        142 |          2 |         31 |        175 |
| /home/dana/Documents/Projects/Python/PyPlate/.venv-pyplate/lib/python3.12/site-packages/pip/_internal/commands/show.py                             | Python           |        162 |          0 |         28 |        190 |
| /home/dana/Documents/Projects/Python/PyPlate/.venv-pyplate/lib/python3.12/site-packages/pip/_internal/commands/uninstall.py                        | Python           |         99 |          0 |         15 |        114 |
| /home/dana/Documents/Projects/Python/PyPlate/.venv-pyplate/lib/python3.12/site-packages/pip/_internal/commands/wheel.py                            | Python           |        151 |          2 |         31 |        184 |
| /home/dana/Documents/Projects/Python/PyPlate/.venv-pyplate/lib/python3.12/site-packages/pip/_internal/configuration.py                             | Python           |        279 |         33 |         72 |        384 |
| /home/dana/Documents/Projects/Python/PyPlate/.venv-pyplate/lib/python3.12/site-packages/pip/_internal/distributions/__init__.py                    | Python           |         13 |          4 |          5 |         22 |
| /home/dana/Documents/Projects/Python/PyPlate/.venv-pyplate/lib/python3.12/site-packages/pip/_internal/distributions/base.py                        | Python           |         38 |          0 |         14 |         52 |
| /home/dana/Documents/Projects/Python/PyPlate/.venv-pyplate/lib/python3.12/site-packages/pip/_internal/distributions/installed.py                   | Python           |         22 |          0 |          8 |         30 |
| /home/dana/Documents/Projects/Python/PyPlate/.venv-pyplate/lib/python3.12/site-packages/pip/_internal/distributions/sdist.py                       | Python           |        122 |         18 |         17 |        157 |
| /home/dana/Documents/Projects/Python/PyPlate/.venv-pyplate/lib/python3.12/site-packages/pip/_internal/distributions/wheel.py                       | Python           |         32 |          0 |          9 |         41 |
| /home/dana/Documents/Projects/Python/PyPlate/.venv-pyplate/lib/python3.12/site-packages/pip/_internal/exceptions.py                                | Python           |        546 |         23 |        160 |        729 |
| /home/dana/Documents/Projects/Python/PyPlate/.venv-pyplate/lib/python3.12/site-packages/pip/_internal/index/__init__.py                            | Python           |          2 |          0 |          1 |          3 |
| /home/dana/Documents/Projects/Python/PyPlate/.venv-pyplate/lib/python3.12/site-packages/pip/_internal/index/collector.py                           | Python           |        393 |         29 |         86 |        508 |
| /home/dana/Documents/Projects/Python/PyPlate/.venv-pyplate/lib/python3.12/site-packages/pip/_internal/index/package_finder.py                      | Python           |        842 |         39 |        147 |      1,028 |
| /home/dana/Documents/Projects/Python/PyPlate/.venv-pyplate/lib/python3.12/site-packages/pip/_internal/index/sources.py                             | Python           |        224 |          3 |         59 |        286 |
| /home/dana/Documents/Projects/Python/PyPlate/.venv-pyplate/lib/python3.12/site-packages/pip/_internal/locations/__init__.py                        | Python           |        345 |         37 |         86 |        468 |
| /home/dana/Documents/Projects/Python/PyPlate/.venv-pyplate/lib/python3.12/site-packages/pip/_internal/locations/_distutils.py                      | Python           |        127 |         21 |         25 |        173 |
| /home/dana/Documents/Projects/Python/PyPlate/.venv-pyplate/lib/python3.12/site-packages/pip/_internal/locations/_sysconfig.py                      | Python           |        158 |         17 |         39 |        214 |
| /home/dana/Documents/Projects/Python/PyPlate/.venv-pyplate/lib/python3.12/site-packages/pip/_internal/locations/base.py                            | Python           |         55 |          8 |         19 |         82 |
| /home/dana/Documents/Projects/Python/PyPlate/.venv-pyplate/lib/python3.12/site-packages/pip/_internal/main.py                                      | Python           |          8 |          0 |          5 |         13 |
| /home/dana/Documents/Projects/Python/PyPlate/.venv-pyplate/lib/python3.12/site-packages/pip/_internal/metadata/__init__.py                         | Python           |         96 |          0 |         33 |        129 |
| /home/dana/Documents/Projects/Python/PyPlate/.venv-pyplate/lib/python3.12/site-packages/pip/_internal/metadata/_json.py                            | Python           |         68 |          6 |         11 |         85 |
| /home/dana/Documents/Projects/Python/PyPlate/.venv-pyplate/lib/python3.12/site-packages/pip/_internal/metadata/base.py                             | Python           |        564 |         15 |        124 |        703 |
| /home/dana/Documents/Projects/Python/PyPlate/.venv-pyplate/lib/python3.12/site-packages/pip/_internal/metadata/importlib/__init__.py               | Python           |          4 |          0 |          3 |          7 |
| /home/dana/Documents/Projects/Python/PyPlate/.venv-pyplate/lib/python3.12/site-packages/pip/_internal/metadata/importlib/_compat.py                | Python           |         40 |          0 |         16 |         56 |
| /home/dana/Documents/Projects/Python/PyPlate/.venv-pyplate/lib/python3.12/site-packages/pip/_internal/metadata/importlib/_dists.py                 | Python           |        184 |         12 |         32 |        228 |
| /home/dana/Documents/Projects/Python/PyPlate/.venv-pyplate/lib/python3.12/site-packages/pip/_internal/metadata/importlib/_envs.py                  | Python           |        150 |          6 |         34 |        190 |
| /home/dana/Documents/Projects/Python/PyPlate/.venv-pyplate/lib/python3.12/site-packages/pip/_internal/metadata/pkg_resources.py                    | Python           |        212 |         17 |         50 |        279 |
| /home/dana/Documents/Projects/Python/PyPlate/.venv-pyplate/lib/python3.12/site-packages/pip/_internal/models/__init__.py                           | Python           |          2 |          0 |          1 |          3 |
| /home/dana/Documents/Projects/Python/PyPlate/.venv-pyplate/lib/python3.12/site-packages/pip/_internal/models/candidate.py                          | Python           |         22 |          0 |          9 |         31 |
| /home/dana/Documents/Projects/Python/PyPlate/.venv-pyplate/lib/python3.12/site-packages/pip/_internal/models/direct_url.py                         | Python           |        190 |          3 |         43 |        236 |
| /home/dana/Documents/Projects/Python/PyPlate/.venv-pyplate/lib/python3.12/site-packages/pip/_internal/models/format_control.py                     | Python           |         63 |          1 |         15 |         79 |
| /home/dana/Documents/Projects/Python/PyPlate/.venv-pyplate/lib/python3.12/site-packages/pip/_internal/models/index.py                              | Python           |         17 |          3 |          9 |         29 |
| /home/dana/Documents/Projects/Python/PyPlate/.venv-pyplate/lib/python3.12/site-packages/pip/_internal/models/installation_report.py                | Python           |         29 |         21 |          7 |         57 |
| /home/dana/Documents/Projects/Python/PyPlate/.venv-pyplate/lib/python3.12/site-packages/pip/_internal/models/link.py                               | Python           |        427 |         54 |         99 |        580 |
| /home/dana/Documents/Projects/Python/PyPlate/.venv-pyplate/lib/python3.12/site-packages/pip/_internal/models/scheme.py                             | Python           |         24 |          0 |          8 |         32 |
| /home/dana/Documents/Projects/Python/PyPlate/.venv-pyplate/lib/python3.12/site-packages/pip/_internal/models/search_scope.py                       | Python           |         93 |         18 |         22 |        133 |
| /home/dana/Documents/Projects/Python/PyPlate/.venv-pyplate/lib/python3.12/site-packages/pip/_internal/models/selection_prefs.py                    | Python           |         40 |          4 |          8 |         52 |
| /home/dana/Documents/Projects/Python/PyPlate/.venv-pyplate/lib/python3.12/site-packages/pip/_internal/models/target_python.py                      | Python           |         98 |          4 |         21 |        123 |
| /home/dana/Documents/Projects/Python/PyPlate/.venv-pyplate/lib/python3.12/site-packages/pip/_internal/models/wheel.py                              | Python           |         71 |          3 |         19 |         93 |
| /home/dana/Documents/Projects/Python/PyPlate/.venv-pyplate/lib/python3.12/site-packages/pip/_internal/network/__init__.py                          | Python           |          2 |          0 |          1 |          3 |
| /home/dana/Documents/Projects/Python/PyPlate/.venv-pyplate/lib/python3.12/site-packages/pip/_internal/network/auth.py                              | Python           |        387 |         71 |        104 |        562 |
| /home/dana/Documents/Projects/Python/PyPlate/.venv-pyplate/lib/python3.12/site-packages/pip/_internal/network/cache.py                             | Python           |         80 |          5 |         22 |        107 |
| /home/dana/Documents/Projects/Python/PyPlate/.venv-pyplate/lib/python3.12/site-packages/pip/_internal/network/download.py                          | Python           |        150 |          3 |         34 |        187 |
| /home/dana/Documents/Projects/Python/PyPlate/.venv-pyplate/lib/python3.12/site-packages/pip/_internal/network/lazy_wheel.py                        | Python           |        166 |          7 |         38 |        211 |
| /home/dana/Documents/Projects/Python/PyPlate/.venv-pyplate/lib/python3.12/site-packages/pip/_internal/network/session.py                           | Python           |        359 |         81 |         81 |        521 |
| /home/dana/Documents/Projects/Python/PyPlate/.venv-pyplate/lib/python3.12/site-packages/pip/_internal/network/utils.py                             | Python           |         39 |         47 |         11 |         97 |
| /home/dana/Documents/Projects/Python/PyPlate/.venv-pyplate/lib/python3.12/site-packages/pip/_internal/network/xmlrpc.py                            | Python           |         53 |          0 |         10 |         63 |
| /home/dana/Documents/Projects/Python/PyPlate/.venv-pyplate/lib/python3.12/site-packages/pip/_internal/operations/__init__.py                       | Python           |          0 |          0 |          1 |          1 |
| /home/dana/Documents/Projects/Python/PyPlate/.venv-pyplate/lib/python3.12/site-packages/pip/_internal/operations/check.py                          | Python           |        138 |         10 |         40 |        188 |
| /home/dana/Documents/Projects/Python/PyPlate/.venv-pyplate/lib/python3.12/site-packages/pip/_internal/operations/freeze.py                         | Python           |        214 |         12 |         30 |        256 |
| /home/dana/Documents/Projects/Python/PyPlate/.venv-pyplate/lib/python3.12/site-packages/pip/_internal/operations/install/__init__.py               | Python           |          2 |          0 |          1 |          3 |
| /home/dana/Documents/Projects/Python/PyPlate/.venv-pyplate/lib/python3.12/site-packages/pip/_internal/operations/install/editable_legacy.py        | Python           |         40 |          0 |          7 |         47 |
| /home/dana/Documents/Projects/Python/PyPlate/.venv-pyplate/lib/python3.12/site-packages/pip/_internal/operations/install/wheel.py                  | Python           |        523 |         94 |        118 |        735 |
| /home/dana/Documents/Projects/Python/PyPlate/.venv-pyplate/lib/python3.12/site-packages/pip/_internal/operations/prepare.py                        | Python           |        529 |        113 |         89 |        731 |
| /home/dana/Documents/Projects/Python/PyPlate/.venv-pyplate/lib/python3.12/site-packages/pip/_internal/pyproject.py                                 | Python           |        106 |         45 |         29 |        180 |
| /home/dana/Documents/Projects/Python/PyPlate/.venv-pyplate/lib/python3.12/site-packages/pip/_internal/req/__init__.py                              | Python           |         73 |          1 |         19 |         93 |
| /home/dana/Documents/Projects/Python/PyPlate/.venv-pyplate/lib/python3.12/site-packages/pip/_internal/req/constructors.py                          | Python           |        474 |         24 |         79 |        577 |
| /home/dana/Documents/Projects/Python/PyPlate/.venv-pyplate/lib/python3.12/site-packages/pip/_internal/req/req_file.py                              | Python           |        426 |         34 |         95 |        555 |
| /home/dana/Documents/Projects/Python/PyPlate/.venv-pyplate/lib/python3.12/site-packages/pip/_internal/req/req_install.py                           | Python           |        738 |         77 |        109 |        924 |
| /home/dana/Documents/Projects/Python/PyPlate/.venv-pyplate/lib/python3.12/site-packages/pip/_internal/req/req_set.py                               | Python           |         97 |          0 |         23 |        120 |
| /home/dana/Documents/Projects/Python/PyPlate/.venv-pyplate/lib/python3.12/site-packages/pip/_internal/req/req_uninstall.py                         | Python           |        489 |         57 |        104 |        650 |
| /home/dana/Documents/Projects/Python/PyPlate/.venv-pyplate/lib/python3.12/site-packages/pip/_internal/resolution/__init__.py                       | Python           |          0 |          0 |          1 |          1 |
| /home/dana/Documents/Projects/Python/PyPlate/.venv-pyplate/lib/python3.12/site-packages/pip/_internal/resolution/base.py                           | Python           |         15 |          0 |          6 |         21 |
| /home/dana/Documents/Projects/Python/PyPlate/.venv-pyplate/lib/python3.12/site-packages/pip/_internal/resolution/legacy/__init__.py                | Python           |          0 |          0 |          1 |          1 |
| /home/dana/Documents/Projects/Python/PyPlate/.venv-pyplate/lib/python3.12/site-packages/pip/_internal/resolution/legacy/resolver.py                | Python           |        448 |         70 |         81 |        599 |
| /home/dana/Documents/Projects/Python/PyPlate/.venv-pyplate/lib/python3.12/site-packages/pip/_internal/resolution/resolvelib/__init__.py            | Python           |          0 |          0 |          1 |          1 |
| /home/dana/Documents/Projects/Python/PyPlate/.venv-pyplate/lib/python3.12/site-packages/pip/_internal/resolution/resolvelib/base.py                | Python           |        103 |          4 |         35 |        142 |
| /home/dana/Documents/Projects/Python/PyPlate/.venv-pyplate/lib/python3.12/site-packages/pip/_internal/resolution/resolvelib/candidates.py          | Python           |        470 |         29 |         99 |        598 |
| /home/dana/Documents/Projects/Python/PyPlate/.venv-pyplate/lib/python3.12/site-packages/pip/_internal/resolution/resolvelib/factory.py             | Python           |        656 |         77 |         80 |        813 |
| /home/dana/Documents/Projects/Python/PyPlate/.venv-pyplate/lib/python3.12/site-packages/pip/_internal/resolution/resolvelib/found_candidates.py    | Python           |        112 |         18 |         26 |        156 |
| /home/dana/Documents/Projects/Python/PyPlate/.venv-pyplate/lib/python3.12/site-packages/pip/_internal/resolution/resolvelib/provider.py            | Python           |        191 |         29 |         36 |        256 |
| /home/dana/Documents/Projects/Python/PyPlate/.venv-pyplate/lib/python3.12/site-packages/pip/_internal/resolution/resolvelib/reporter.py            | Python           |         60 |          1 |         20 |         81 |
| /home/dana/Documents/Projects/Python/PyPlate/.venv-pyplate/lib/python3.12/site-packages/pip/_internal/resolution/resolvelib/requirements.py        | Python           |        110 |         12 |         45 |        167 |
| /home/dana/Documents/Projects/Python/PyPlate/.venv-pyplate/lib/python3.12/site-packages/pip/_internal/resolution/resolvelib/resolver.py            | Python           |        238 |         34 |         46 |        318 |
| /home/dana/Documents/Projects/Python/PyPlate/.venv-pyplate/lib/python3.12/site-packages/pip/_internal/self_outdated_check.py                       | Python           |        185 |         16 |         48 |        249 |
| /home/dana/Documents/Projects/Python/PyPlate/.venv-pyplate/lib/python3.12/site-packages/pip/_internal/utils/__init__.py                            | Python           |          0 |          0 |          1 |          1 |
| /home/dana/Documents/Projects/Python/PyPlate/.venv-pyplate/lib/python3.12/site-packages/pip/_internal/utils/_jaraco_text.py                        | Python           |         83 |          0 |         27 |        110 |
| /home/dana/Documents/Projects/Python/PyPlate/.venv-pyplate/lib/python3.12/site-packages/pip/_internal/utils/_log.py                                | Python           |         23 |          2 |         14 |         39 |
| /home/dana/Documents/Projects/Python/PyPlate/.venv-pyplate/lib/python3.12/site-packages/pip/_internal/utils/appdirs.py                             | Python           |         31 |          5 |         17 |         53 |
| /home/dana/Documents/Projects/Python/PyPlate/.venv-pyplate/lib/python3.12/site-packages/pip/_internal/utils/compat.py                              | Python           |         36 |          9 |         19 |         64 |
| /home/dana/Documents/Projects/Python/PyPlate/.venv-pyplate/lib/python3.12/site-packages/pip/_internal/utils/compatibility_tags.py                  | Python           |        121 |         16 |         29 |        166 |
| /home/dana/Documents/Projects/Python/PyPlate/.venv-pyplate/lib/python3.12/site-packages/pip/_internal/utils/datetime.py                            | Python           |          7 |          0 |          5 |         12 |
| /home/dana/Documents/Projects/Python/PyPlate/.venv-pyplate/lib/python3.12/site-packages/pip/_internal/utils/deprecation.py                         | Python           |         92 |          6 |         23 |        121 |
| /home/dana/Documents/Projects/Python/PyPlate/.venv-pyplate/lib/python3.12/site-packages/pip/_internal/utils/direct_url_helpers.py                  | Python           |         71 |          9 |          8 |         88 |
| /home/dana/Documents/Projects/Python/PyPlate/.venv-pyplate/lib/python3.12/site-packages/pip/_internal/utils/egg_link.py                            | Python           |         67 |          0 |         14 |         81 |
| /home/dana/Documents/Projects/Python/PyPlate/.venv-pyplate/lib/python3.12/site-packages/pip/_internal/utils/encoding.py                            | Python           |         30 |          1 |          6 |         37 |
| /home/dana/Documents/Projects/Python/PyPlate/.venv-pyplate/lib/python3.12/site-packages/pip/_internal/utils/entrypoints.py                         | Python           |         65 |          5 |         15 |         85 |
| /home/dana/Documents/Projects/Python/PyPlate/.venv-pyplate/lib/python3.12/site-packages/pip/_internal/utils/filesystem.py                          | Python           |        104 |         18 |         32 |        154 |
| /home/dana/Documents/Projects/Python/PyPlate/.venv-pyplate/lib/python3.12/site-packages/pip/_internal/utils/filetypes.py                           | Python           |         22 |          0 |          6 |         28 |
| /home/dana/Documents/Projects/Python/PyPlate/.venv-pyplate/lib/python3.12/site-packages/pip/_internal/utils/glibc.py                               | Python           |         44 |         31 |         14 |         89 |
| /home/dana/Documents/Projects/Python/PyPlate/.venv-pyplate/lib/python3.12/site-packages/pip/_internal/utils/hashes.py                              | Python           |        103 |         12 |         37 |        152 |
| /home/dana/Documents/Projects/Python/PyPlate/.venv-pyplate/lib/python3.12/site-packages/pip/_internal/utils/logging.py                             | Python           |        273 |         22 |         54 |        349 |
| /home/dana/Documents/Projects/Python/PyPlate/.venv-pyplate/lib/python3.12/site-packages/pip/_internal/utils/misc.py                                | Python           |        597 |         28 |        159 |        784 |
| /home/dana/Documents/Projects/Python/PyPlate/.venv-pyplate/lib/python3.12/site-packages/pip/_internal/utils/models.py                              | Python           |         26 |          0 |         14 |         40 |
| /home/dana/Documents/Projects/Python/PyPlate/.venv-pyplate/lib/python3.12/site-packages/pip/_internal/utils/packaging.py                           | Python           |         36 |          6 |         16 |         58 |
| /home/dana/Documents/Projects/Python/PyPlate/.venv-pyplate/lib/python3.12/site-packages/pip/_internal/utils/setuptools_build.py                    | Python           |        106 |         16 |         25 |        147 |
| /home/dana/Documents/Projects/Python/PyPlate/.venv-pyplate/lib/python3.12/site-packages/pip/_internal/utils/subprocess.py                          | Python           |        197 |         39 |         25 |        261 |
| /home/dana/Documents/Projects/Python/PyPlate/.venv-pyplate/lib/python3.12/site-packages/pip/_internal/utils/temp_dir.py                            | Python           |        220 |         22 |         55 |        297 |
| /home/dana/Documents/Projects/Python/PyPlate/.venv-pyplate/lib/python3.12/site-packages/pip/_internal/utils/unpacking.py                           | Python           |        215 |         14 |         29 |        258 |
| /home/dana/Documents/Projects/Python/PyPlate/.venv-pyplate/lib/python3.12/site-packages/pip/_internal/utils/urls.py                                | Python           |         45 |          5 |         13 |         63 |
| /home/dana/Documents/Projects/Python/PyPlate/.venv-pyplate/lib/python3.12/site-packages/pip/_internal/utils/virtualenv.py                          | Python           |         72 |          7 |         26 |        105 |
| /home/dana/Documents/Projects/Python/PyPlate/.venv-pyplate/lib/python3.12/site-packages/pip/_internal/utils/wheel.py                               | Python           |         92 |          7 |         36 |        135 |
| /home/dana/Documents/Projects/Python/PyPlate/.venv-pyplate/lib/python3.12/site-packages/pip/_internal/vcs/__init__.py                              | Python           |         11 |          4 |          1 |         16 |
| /home/dana/Documents/Projects/Python/PyPlate/.venv-pyplate/lib/python3.12/site-packages/pip/_internal/vcs/bazaar.py                                | Python           |         94 |          3 |         16 |        113 |
| /home/dana/Documents/Projects/Python/PyPlate/.venv-pyplate/lib/python3.12/site-packages/pip/_internal/vcs/git.py                                   | Python           |        402 |         56 |         69 |        527 |
| /home/dana/Documents/Projects/Python/PyPlate/.venv-pyplate/lib/python3.12/site-packages/pip/_internal/vcs/mercurial.py                             | Python           |        146 |          1 |         17 |        164 |
| /home/dana/Documents/Projects/Python/PyPlate/.venv-pyplate/lib/python3.12/site-packages/pip/_internal/vcs/subversion.py                            | Python           |        237 |         40 |         48 |        325 |
| /home/dana/Documents/Projects/Python/PyPlate/.venv-pyplate/lib/python3.12/site-packages/pip/_internal/vcs/versioncontrol.py                        | Python           |        570 |         23 |        113 |        706 |
| /home/dana/Documents/Projects/Python/PyPlate/.venv-pyplate/lib/python3.12/site-packages/pip/_internal/wheel_builder.py                             | Python           |        290 |         19 |         46 |        355 |
| /home/dana/Documents/Projects/Python/PyPlate/.venv-pyplate/lib/python3.12/site-packages/pip/_vendor/__init__.py                                    | Python           |         85 |         26 |         11 |        122 |
| /home/dana/Documents/Projects/Python/PyPlate/.venv-pyplate/lib/python3.12/site-packages/pip/_vendor/cachecontrol/__init__.py                       | Python           |         19 |          3 |          7 |         29 |
| /home/dana/Documents/Projects/Python/PyPlate/.venv-pyplate/lib/python3.12/site-packages/pip/_vendor/cachecontrol/_cmd.py                           | Python           |         43 |          7 |         21 |         71 |
| /home/dana/Documents/Projects/Python/PyPlate/.venv-pyplate/lib/python3.12/site-packages/pip/_vendor/cachecontrol/adapter.py                        | Python           |        114 |         20 |         28 |        162 |
| /home/dana/Documents/Projects/Python/PyPlate/.venv-pyplate/lib/python3.12/site-packages/pip/_vendor/cachecontrol/cache.py                          | Python           |         51 |          3 |         21 |         75 |
| /home/dana/Documents/Projects/Python/PyPlate/.venv-pyplate/lib/python3.12/site-packages/pip/_vendor/cachecontrol/caches/__init__.py                | Python           |          3 |          3 |          3 |          9 |
| /home/dana/Documents/Projects/Python/PyPlate/.venv-pyplate/lib/python3.12/site-packages/pip/_vendor/cachecontrol/caches/file_cache.py              | Python           |        122 |         23 |         37 |        182 |
| /home/dana/Documents/Projects/Python/PyPlate/.venv-pyplate/lib/python3.12/site-packages/pip/_vendor/cachecontrol/caches/redis_cache.py             | Python           |         34 |          3 |         12 |         49 |
| /home/dana/Documents/Projects/Python/PyPlate/.venv-pyplate/lib/python3.12/site-packages/pip/_vendor/cachecontrol/controller.py                     | Python           |        348 |         67 |         80 |        495 |
| /home/dana/Documents/Projects/Python/PyPlate/.venv-pyplate/lib/python3.12/site-packages/pip/_vendor/cachecontrol/filewrapper.py                    | Python           |         68 |         29 |         23 |        120 |
| /home/dana/Documents/Projects/Python/PyPlate/.venv-pyplate/lib/python3.12/site-packages/pip/_vendor/cachecontrol/heuristics.py                     | Python           |        114 |          3 |         38 |        155 |
| /home/dana/Documents/Projects/Python/PyPlate/.venv-pyplate/lib/python3.12/site-packages/pip/_vendor/cachecontrol/serialize.py                      | Python           |        135 |         40 |         32 |        207 |
| /home/dana/Documents/Projects/Python/PyPlate/.venv-pyplate/lib/python3.12/site-packages/pip/_vendor/cachecontrol/wrapper.py                        | Python           |         33 |          3 |          8 |         44 |
| /home/dana/Documents/Projects/Python/PyPlate/.venv-pyplate/lib/python3.12/site-packages/pip/_vendor/certifi/__init__.py                            | Python           |          3 |          0 |          2 |          5 |
| /home/dana/Documents/Projects/Python/PyPlate/.venv-pyplate/lib/python3.12/site-packages/pip/_vendor/certifi/__main__.py                            | Python           |          9 |          0 |          4 |         13 |
| /home/dana/Documents/Projects/Python/PyPlate/.venv-pyplate/lib/python3.12/site-packages/pip/_vendor/certifi/core.py                                | Python           |         57 |         38 |         25 |        120 |
| /home/dana/Documents/Projects/Python/PyPlate/.venv-pyplate/lib/python3.12/site-packages/pip/_vendor/chardet/__init__.py                            | Python           |         84 |         19 |         13 |        116 |
| /home/dana/Documents/Projects/Python/PyPlate/.venv-pyplate/lib/python3.12/site-packages/pip/_vendor/chardet/big5freq.py                            | Python           |        340 |         43 |          4 |        387 |
| /home/dana/Documents/Projects/Python/PyPlate/.venv-pyplate/lib/python3.12/site-packages/pip/_vendor/chardet/big5prober.py                          | Python           |         16 |         26 |          6 |         48 |
| /home/dana/Documents/Projects/Python/PyPlate/.venv-pyplate/lib/python3.12/site-packages/pip/_vendor/chardet/chardistribution.py                    | Python           |        158 |         70 |         34 |        262 |
| /home/dana/Documents/Projects/Python/PyPlate/.venv-pyplate/lib/python3.12/site-packages/pip/_vendor/chardet/charsetgroupprober.py                  | Python           |         71 |         26 |         10 |        107 |
| /home/dana/Documents/Projects/Python/PyPlate/.venv-pyplate/lib/python3.12/site-packages/pip/_vendor/chardet/charsetprober.py                       | Python           |         80 |         43 |         25 |        148 |
| /home/dana/Documents/Projects/Python/PyPlate/.venv-pyplate/lib/python3.12/site-packages/pip/_vendor/chardet/cli/__init__.py                        | Python           |          0 |          0 |          1 |          1 |
| /home/dana/Documents/Projects/Python/PyPlate/.venv-pyplate/lib/python3.12/site-packages/pip/_vendor/chardet/cli/chardetect.py                      | Python           |         94 |          2 |         17 |        113 |
| /home/dana/Documents/Projects/Python/PyPlate/.venv-pyplate/lib/python3.12/site-packages/pip/_vendor/chardet/codingstatemachine.py                  | Python           |         48 |         29 |         14 |         91 |
| /home/dana/Documents/Projects/Python/PyPlate/.venv-pyplate/lib/python3.12/site-packages/pip/_vendor/chardet/codingstatemachinedict.py              | Python           |         12 |          4 |          4 |         20 |
| /home/dana/Documents/Projects/Python/PyPlate/.venv-pyplate/lib/python3.12/site-packages/pip/_vendor/chardet/cp949prober.py                         | Python           |         16 |         28 |          6 |         50 |
| /home/dana/Documents/Projects/Python/PyPlate/.venv-pyplate/lib/python3.12/site-packages/pip/_vendor/chardet/enums.py                               | Python           |         63 |          0 |         23 |         86 |
| /home/dana/Documents/Projects/Python/PyPlate/.venv-pyplate/lib/python3.12/site-packages/pip/_vendor/chardet/escprober.py                           | Python           |         65 |         26 |         12 |        103 |
| /home/dana/Documents/Projects/Python/PyPlate/.venv-pyplate/lib/python3.12/site-packages/pip/_vendor/chardet/escsm.py                               | Python           |        210 |         34 |         18 |        262 |
| /home/dana/Documents/Projects/Python/PyPlate/.venv-pyplate/lib/python3.12/site-packages/pip/_vendor/chardet/eucjpprober.py                         | Python           |         61 |         27 |         15 |        103 |
| /home/dana/Documents/Projects/Python/PyPlate/.venv-pyplate/lib/python3.12/site-packages/pip/_vendor/chardet/euckrfreq.py                           | Python           |        151 |         40 |          6 |        197 |
| /home/dana/Documents/Projects/Python/PyPlate/.venv-pyplate/lib/python3.12/site-packages/pip/_vendor/chardet/euckrprober.py                         | Python           |         16 |         26 |          6 |         48 |
| /home/dana/Documents/Projects/Python/PyPlate/.venv-pyplate/lib/python3.12/site-packages/pip/_vendor/chardet/euctwfreq.py                           | Python           |        340 |         43 |          6 |        389 |
| /home/dana/Documents/Projects/Python/PyPlate/.venv-pyplate/lib/python3.12/site-packages/pip/_vendor/chardet/euctwprober.py                         | Python           |         16 |         26 |          6 |         48 |
| /home/dana/Documents/Projects/Python/PyPlate/.venv-pyplate/lib/python3.12/site-packages/pip/_vendor/chardet/gb2312freq.py                          | Python           |        239 |         40 |          6 |        285 |
| /home/dana/Documents/Projects/Python/PyPlate/.venv-pyplate/lib/python3.12/site-packages/pip/_vendor/chardet/gb2312prober.py                        | Python           |         16 |         26 |          6 |         48 |
| /home/dana/Documents/Projects/Python/PyPlate/.venv-pyplate/lib/python3.12/site-packages/pip/_vendor/chardet/hebrewprober.py                        | Python           |        103 |        186 |         28 |        317 |
| /home/dana/Documents/Projects/Python/PyPlate/.venv-pyplate/lib/python3.12/site-packages/pip/_vendor/chardet/jisfreq.py                             | Python           |        277 |         43 |          6 |        326 |
| /home/dana/Documents/Projects/Python/PyPlate/.venv-pyplate/lib/python3.12/site-packages/pip/_vendor/chardet/johabfreq.py                           | Python           |      2,352 |         28 |          3 |      2,383 |
| /home/dana/Documents/Projects/Python/PyPlate/.venv-pyplate/lib/python3.12/site-packages/pip/_vendor/chardet/johabprober.py                         | Python           |         16 |         26 |          6 |         48 |
| /home/dana/Documents/Projects/Python/PyPlate/.venv-pyplate/lib/python3.12/site-packages/pip/_vendor/chardet/jpcntx.py                              | Python           |        171 |         46 |         22 |        239 |
| /home/dana/Documents/Projects/Python/PyPlate/.venv-pyplate/lib/python3.12/site-packages/pip/_vendor/chardet/langbulgarianmodel.py                  | Python           |      4,632 |         10 |          8 |      4,650 |
| /home/dana/Documents/Projects/Python/PyPlate/.venv-pyplate/lib/python3.12/site-packages/pip/_vendor/chardet/langgreekmodel.py                      | Python           |      4,380 |         10 |          8 |      4,398 |
